,location,total_sqft,bath,price,bhk
2347,Electronics City Phase 1,995.0,2.0,46.0,2
2348,Electronics City Phase 1,1555.0,2.0,82.0,3
2349,Electronics City Phase 1,1340.0,2.0,75.0,2
2350,Electronics City Phase 1,650.0,1.0,23.0,1
2351,Electronics City Phase 1,1124.0,2.0,55.0,3
2352,Electronics City Phase 1,1175.0,2.0,57.0,2
2353,Electronics City Phase 1,755.0,1.0,42.41,1
2354,Electronics City Phase 1,580.0,1.0,27.0,1
2355,Electronics City Phase 1,940.0,2.0,49.0,2
2356,Electronics City Phase 1,1335.0,2.0,67.0,2
2357,Electronics City Phase 1,1113.12,2.0,55.0,2
2359,Electronics City Phase 1,1350.0,3.0,71.0,3
2361,Electronics City Phase 1,995.0,2.0,49.8,2
2362,Electronics City Phase 1,635.0,1.0,26.0,1
2363,Electronics City Phase 1,1190.0,2.0,68.0,2
2365,Electronics City Phase 1,1450.0,3.0,72.54,3
2366,Electronics City Phase 1,360.0,1.0,16.9,1
2367,Electronics City Phase 1,638.0,1.0,32.0,1
2368,Electronics City Phase 1,1175.0,2.0,64.98,2
2369,Electronics City Phase 1,585.0,1.0,21.0,1
2370,Electronics City Phase 1,1200.0,2.0,59.76,2
2371,Electronics City Phase 1,1145.0,2.0,54.0,2
2372,Electronics City Phase 1,1125.0,2.0,65.0,2
2373,Electronics City Phase 1,1550.0,2.0,82.0,3
2375,Electronics City Phase 1,1140.0,1.0,45.4,1
2376,Electronics City Phase 1,865.0,2.0,40.0,2
2380,Electronics City Phase 1,1800.0,3.0,93.0,3
2381,Electronics City Phase 1,1314.0,2.0,60.0,2
2382,Electronics City Phase 1,1170.0,2.0,62.0,2
2383,Electronics City Phase 1,1450.0,3.0,79.0,3
2384,Electronics City Phase 1,940.0,2.0,48.0,2
2385,Electronics City Phase 1,940.0,2.0,44.0,2
2386,Electronics City Phase 1,1300.0,2.0,67.0,2
2387,Electronics City Phase 1,1028.0,2.0,51.0,2
2389,Electronics City Phase 1,1205.0,2.0,60.0,2
2391,Electronics City Phase 1,1305.0,2.0,67.0,2
2392,Electronics City Phase 1,755.0,1.0,30.12,1
2393,Electronics City Phase 1,1175.0,2.0,60.0,2
2394,Frazer Town,1700.0,3.0,180.0,3
2395,Frazer Town,1305.0,3.0,95.45,3
2396,Frazer Town,1870.0,3.0,185.0,3
2397,Frazer Town,1750.0,3.0,150.0,3
2399,Frazer Town,2000.0,3.0,200.0,3
2400,Frazer Town,3500.0,4.0,330.0,3
2401,Frazer Town,2350.0,4.0,285.0,3
2402,Frazer Town,1550.0,2.0,140.0,2
2403,Frazer Town,1900.0,4.0,145.0,3
2404,Frazer Town,2560.0,3.0,265.0,3
2405,Frazer Town,2400.0,3.0,260.0,3
2406,Frazer Town,2560.0,3.0,288.0,3
2407,Frazer Town,3436.0,5.0,341.0,4
2409,Frazer Town,1315.0,2.0,140.0,2
2410,Frazer Town,1706.0,3.0,154.0,3
2411,Frazer Town,2079.0,3.0,220.0,3
2412,Frazer Town,3435.0,2.0,341.0,4
2413,Frazer Town,3436.0,5.0,345.0,4
2414,Frazer Town,3100.0,3.0,400.0,3
2415,Frazer Town,5400.0,3.0,400.0,3
2416,Frazer Town,1180.0,2.0,105.0,2
2417,Frazer Town,2900.0,4.0,325.0,4
2418,Frazer Town,1870.0,3.0,180.0,3
2419,Frazer Town,896.0,1.0,100.0,1
2420,Frazer Town,1420.0,2.0,120.0,2
2421,GM Palaya,1820.0,2.0,86.0,3
2422,GM Palaya,1225.0,2.0,47.0,2
2423,GM Palaya,1140.0,2.0,48.95,2
2424,GM Palaya,1315.0,2.0,65.0,3
2425,GM Palaya,1315.0,3.0,65.0,3
2426,GM Palaya,1315.0,3.0,64.0,3
2427,GM Palaya,1735.0,3.0,70.0,3
2428,GM Palaya,1643.0,2.0,70.0,3
2429,Ganga Nagar,600.0,1.0,38.0,1
2430,Ganga Nagar,845.0,2.0,55.0,2
2431,Ganga Nagar,1112.0,2.0,68.0,2
2432,Ganga Nagar,998.0,2.0,65.0,2
2433,Ganga Nagar,1250.0,2.0,65.0,2
2434,Garudachar Palya,1325.0,2.0,60.8,3
2435,Garudachar Palya,1060.0,2.0,48.7,2
2436,Garudachar Palya,1150.0,2.0,52.75,2
2437,Garudachar Palya,1295.0,2.0,59.5,3
2438,Garudachar Palya,1320.0,2.0,60.6,3
2439,Garudachar Palya,1295.0,2.0,59.5,3
2440,Garudachar Palya,1150.0,2.0,52.8,2
2441,Garudachar Palya,1150.0,2.0,52.8,2
2442,Garudachar Palya,1060.0,2.0,48.5,2
2443,Garudachar Palya,1150.0,2.0,52.5,2
2444,Garudachar Palya,1325.0,2.0,60.8,3
2445,Garudachar Palya,1060.0,2.0,48.66,2
2446,Garudachar Palya,1150.0,2.0,52.0,2
2447,Garudachar Palya,1154.0,2.0,51.8,2
2449,Giri Nagar,2400.0,4.0,400.0,4
2450,Giri Nagar,1800.0,3.0,252.0,3
2451,Giri Nagar,1350.0,3.0,240.0,3
2452,Giri Nagar,2400.0,4.0,400.0,4
2453,Giri Nagar,3000.0,4.0,375.0,6
2454,Giri Nagar,2400.0,6.0,400.0,6
2455,Giri Nagar,4000.0,3.0,750.0,4
2456,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2457,Gollarapalya Hosahalli,1408.0,3.0,62.0,3
2458,Gollarapalya Hosahalli,861.0,2.0,34.5,2
2459,Gollarapalya Hosahalli,1318.0,3.0,54.0,3
2460,Gollarapalya Hosahalli,861.0,2.0,36.5,2
2461,Gollarapalya Hosahalli,1320.0,3.0,60.0,3
2462,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
2463,Gollarapalya Hosahalli,1905.0,3.0,86.0,4
2464,Gollarapalya Hosahalli,1318.0,3.0,56.0,3
2465,Gollarapalya Hosahalli,1129.0,2.0,50.0,2
2466,Gottigere,1100.0,2.0,40.0,2
2467,Gottigere,967.0,2.0,45.0,2
2468,Gottigere,1618.0,3.0,82.5,3
2469,Gottigere,1222.0,2.0,63.0,2
2471,Gottigere,1300.0,3.0,65.0,3
2472,Gottigere,950.0,2.0,38.0,2
2473,Gottigere,1153.0,2.0,48.5,2
2474,Gottigere,812.0,1.0,26.0,1
2476,Gottigere,1460.0,2.0,65.0,3
2477,Gottigere,1500.0,3.0,70.0,3
2478,Gottigere,1621.0,3.0,72.0,3
2479,Gottigere,812.0,1.0,26.0,1
2480,Gottigere,990.0,2.0,40.0,2
2481,Gottigere,1235.0,2.0,63.0,2
2482,Gottigere,1385.0,3.0,64.0,3
2483,Gottigere,1000.0,2.0,35.0,2
2484,Gottigere,1010.0,2.0,35.0,2
2487,Gottigere,1435.0,2.0,62.0,3
2488,Gottigere,945.0,2.0,45.0,2
2490,Gottigere,2500.0,3.0,120.0,4
2491,Gottigere,1230.0,2.0,52.0,3
2492,Gottigere,1120.0,2.0,50.0,2
2493,Gottigere,1500.0,3.0,63.0,3
2494,Gottigere,1200.0,2.0,40.0,2
2495,Gottigere,1280.0,2.0,61.0,2
2496,Gottigere,1205.0,2.0,56.58,2
2497,Gottigere,1170.0,2.0,40.0,2
2498,Gottigere,3000.0,3.0,132.0,4
2499,Gottigere,1613.0,3.0,72.0,3
2500,Gottigere,1110.0,2.0,36.25,2
2501,Gottigere,1245.0,2.0,59.0,2
2502,Gottigere,1200.0,2.0,50.0,2
2503,Green Glen Layout,1670.0,3.0,120.0,3
2504,Green Glen Layout,3250.0,4.0,230.0,4
2505,Green Glen Layout,1776.42,3.0,105.0,3
2506,Green Glen Layout,3250.0,4.0,230.0,4
2507,Green Glen Layout,940.0,2.0,56.8,2
2508,Green Glen Layout,1075.0,2.0,60.0,2
2509,Green Glen Layout,1715.0,3.0,115.0,3
2510,Green Glen Layout,1751.0,2.0,115.0,3
2511,Green Glen Layout,1750.0,3.0,130.0,3
2512,Green Glen Layout,1530.0,3.0,105.0,3
2513,Green Glen Layout,1752.0,3.0,105.0,3
2514,Green Glen Layout,1680.0,4.0,95.0,3
2515,Green Glen Layout,1728.0,3.0,125.0,3
2516,Green Glen Layout,1645.0,3.0,110.0,3
2517,Green Glen Layout,1517.0,3.0,100.0,3
2518,Green Glen Layout,3150.0,4.0,218.0,4
2520,Green Glen Layout,1750.0,3.0,120.0,3
2521,Green Glen Layout,1751.0,3.0,115.0,3
2522,Green Glen Layout,1750.0,3.0,105.0,3
2523,Green Glen Layout,1885.0,3.0,135.0,3
2524,Green Glen Layout,1715.0,3.0,120.0,3
2525,Green Glen Layout,1623.29,2.0,105.0,3
2526,Green Glen Layout,1715.0,3.0,115.0,3
2527,Green Glen Layout,1715.0,3.0,105.0,3
2528,Green Glen Layout,1600.0,3.0,105.0,3
2529,Green Glen Layout,1717.0,3.0,125.0,3
2530,Green Glen Layout,1250.0,2.0,75.0,2
2531,Green Glen Layout,1715.0,3.0,112.0,3
2532,Gubbalala,1470.0,2.0,82.0,3
2533,Gubbalala,1745.0,3.0,104.0,3
2534,Gubbalala,1745.0,3.0,115.0,3
2535,Gubbalala,1745.0,3.0,110.0,3
2536,Gubbalala,1650.0,3.0,71.0,3
2537,Gubbalala,2570.0,4.0,141.0,5
2538,Gubbalala,1205.0,2.0,70.0,2
2539,Gubbalala,1435.0,2.0,80.0,3
2540,Gubbalala,1475.0,2.0,80.0,2
2542,Gubbalala,1100.0,2.0,49.5,2
2543,Gubbalala,1060.0,2.0,46.0,2
2544,Gubbalala,2000.0,3.0,125.0,3
2546,Gunjur,1140.0,2.0,43.0,2
2547,Gunjur,1356.0,2.0,66.0,3
2548,Gunjur,1600.0,3.0,75.0,3
2549,Gunjur,2000.0,3.0,95.0,4
2550,Gunjur,1140.0,2.0,49.11,2
2551,Gunjur,1195.0,2.0,44.0,2
2552,Gunjur,1190.0,2.0,40.0,2
2553,Gunjur,1457.0,2.0,60.0,2
2554,Gunjur,1080.0,2.0,41.0,2
2557,Gunjur,1175.0,2.0,43.48,2
2558,Gunjur,1362.0,3.0,62.63,3
2559,Gunjur,1071.0,2.0,51.0,2
2560,Gunjur,1063.0,2.0,40.0,2
2561,Gunjur,1235.0,2.0,52.76,2
2562,Gunjur,1362.0,3.0,62.63,3
2563,Gunjur,1362.0,3.0,62.63,3
2564,Gunjur,1588.0,2.0,90.0,3
2565,Gunjur,1235.0,2.0,44.5,2
2566,Gunjur,1457.0,2.0,60.0,2
2567,Gunjur Palya,1050.0,2.0,43.0,2
2568,Gunjur Palya,1033.0,2.0,32.0,3
2569,Gunjur Palya,1400.0,3.0,45.0,3
2570,Gunjur Palya,993.0,2.0,42.0,2
2571,Gunjur Palya,1235.0,2.0,52.76,2
2572,HAL 2nd Stage,1490.0,2.0,300.0,3
2573,HAL 2nd Stage,600.0,3.0,145.0,2
2574,HAL 2nd Stage,2700.0,3.0,500.0,3
2575,HAL 2nd Stage,2040.0,4.0,500.0,5
2576,HBR Layout,2800.0,2.0,200.0,3
2577,HBR Layout,1722.0,3.0,95.0,3
2578,HBR Layout,1200.0,4.0,120.0,4
2579,HBR Layout,1200.0,2.0,60.0,2
2580,HBR Layout,1004.0,2.0,49.0,2
2581,HBR Layout,1783.0,3.0,125.0,3
2582,HBR Layout,1656.0,3.0,90.0,3
2583,HBR Layout,1089.0,2.0,60.0,2
2584,HBR Layout,1700.0,3.0,110.0,3
2585,HBR Layout,1198.0,2.0,65.0,2
2586,HBR Layout,1200.0,4.0,115.0,4
2587,HBR Layout,1200.0,2.0,120.0,2
2588,HBR Layout,1832.0,3.0,160.0,3
2589,HRBR Layout,1374.0,2.0,95.0,2
2590,HRBR Layout,1440.0,2.0,98.0,2
2592,HRBR Layout,2800.0,3.0,250.0,3
2593,HRBR Layout,1210.0,2.0,75.0,2
2594,HRBR Layout,1265.0,2.0,78.0,2
2595,HRBR Layout,1170.0,2.0,75.0,2
2597,HRBR Layout,1900.0,3.0,90.0,4
2598,HRBR Layout,1625.0,3.0,120.0,3
2599,HRBR Layout,1301.0,2.0,120.0,2
2600,HRBR Layout,1145.0,2.0,68.5,2
2601,HRBR Layout,1300.0,2.0,90.0,2
2603,HSR Layout,1372.0,2.0,68.0,2
2605,HSR Layout,1475.0,3.0,75.0,3
2606,HSR Layout,1467.0,2.0,55.0,2
2607,HSR Layout,1140.0,2.0,46.0,2
2608,HSR Layout,1372.0,2.0,61.0,2
2609,HSR Layout,1750.0,3.0,95.0,3
2611,HSR Layout,1027.0,2.0,44.0,2
2612,HSR Layout,1650.0,3.0,110.0,3
2613,HSR Layout,1140.0,2.0,46.0,2
2614,HSR Layout,1372.0,2.0,61.0,2
2615,HSR Layout,1140.0,2.0,46.0,2
2616,HSR Layout,1185.0,2.0,60.0,2
2617,HSR Layout,1127.0,2.0,68.0,2
2618,HSR Layout,1600.0,2.0,115.0,3
2619,HSR Layout,1145.0,2.0,48.0,2
2620,HSR Layout,1009.0,2.0,56.0,2
2621,HSR Layout,1300.0,2.0,98.0,2
2623,HSR Layout,1140.0,2.0,46.0,2
2624,HSR Layout,1126.0,2.0,69.0,2
2626,HSR Layout,1140.0,2.0,46.0,2
2627,HSR Layout,1145.0,2.0,46.0,2
2628,HSR Layout,1142.0,2.0,65.0,2
2629,HSR Layout,1145.0,2.0,46.0,2
2630,HSR Layout,1844.0,3.0,95.0,3
2631,HSR Layout,1203.0,2.0,72.0,2
2632,HSR Layout,1140.0,2.0,46.0,2
2633,HSR Layout,4200.0,5.0,245.0,5
2634,HSR Layout,1140.0,2.0,46.0,2
2635,HSR Layout,1145.0,2.0,46.0,2
2636,HSR Layout,1009.0,2.0,56.0,2
2637,HSR Layout,1145.0,2.0,46.0,2
2638,HSR Layout,1100.0,2.0,44.0,2
2639,HSR Layout,1203.0,2.0,60.0,2
2640,HSR Layout,1120.0,2.0,70.0,2
2641,HSR Layout,1140.0,2.0,46.0,2
2642,HSR Layout,1289.0,2.0,70.0,2
2643,HSR Layout,1844.0,3.0,89.0,3
2644,HSR Layout,1203.0,2.0,60.0,2
2645,HSR Layout,1140.0,2.0,46.0,2
2646,Haralur Road,1240.0,2.0,70.0,2
2647,Haralur Road,1027.0,2.0,44.0,2
2650,Haralur Road,1194.0,2.0,47.0,2
2651,Haralur Road,1202.0,2.0,53.0,2
2652,Haralur Road,1056.0,2.0,61.0,2
2654,Haralur Road,1810.0,3.0,100.0,3
2655,Haralur Road,1194.0,2.0,46.0,2
2657,Haralur Road,1225.0,2.0,67.38,2
2658,Haralur Road,1243.0,2.0,46.0,2
2659,Haralur Road,1027.0,2.0,44.0,2
2660,Haralur Road,1920.0,3.0,115.0,3
2661,Haralur Road,1875.0,3.0,110.0,3
2662,Haralur Road,1194.0,2.0,47.0,2
2663,Haralur Road,1140.0,2.0,43.0,2
2664,Haralur Road,1027.0,2.0,44.0,2
2665,Haralur Road,1194.0,2.0,46.0,2
2666,Haralur Road,2017.0,3.0,125.0,3
2667,Haralur Road,1140.0,2.0,43.0,2
2668,Haralur Road,1875.0,3.0,110.0,3
2669,Haralur Road,1092.0,2.0,44.0,2
2670,Haralur Road,2475.0,4.0,130.0,3
2671,Haralur Road,1300.0,2.0,73.0,2
2672,Haralur Road,1194.0,2.0,47.0,2
2673,Haralur Road,1243.0,2.0,46.0,2
2674,Haralur Road,1850.0,3.0,110.0,3
2675,Haralur Road,1225.0,2.0,67.38,2
2676,Haralur Road,1243.0,2.0,46.0,2
2677,Haralur Road,3400.0,5.0,240.0,4
2678,Haralur Road,1464.0,2.0,56.0,2
2679,Haralur Road,1230.0,2.0,78.0,2
2680,Haralur Road,1000.0,2.0,44.0,2
2682,Haralur Road,1300.0,2.0,79.0,2
2683,Haralur Road,1444.0,2.0,80.0,3
2684,Haralur Road,1088.0,2.0,68.0,2
2685,Haralur Road,1027.0,2.0,44.0,2
2687,Haralur Road,1225.0,2.0,70.0,2
2689,Haralur Road,1194.0,2.0,46.0,2
2690,Haralur Road,1830.0,3.0,101.0,3
2691,Haralur Road,1810.0,3.0,126.0,3
2692,Haralur Road,1464.0,2.0,56.0,2
2693,Haralur Road,1520.0,2.0,96.0,3
2694,Haralur Road,1300.0,2.0,75.0,2
2695,Haralur Road,2017.0,2.0,125.0,3
2696,Haralur Road,1243.0,2.0,46.0,2
2697,Haralur Road,1027.0,2.0,44.0,2
2698,Haralur Road,2805.0,5.0,160.0,4
2699,Haralur Road,1243.0,2.0,46.0,2
2700,Haralur Road,1027.0,2.0,44.0,2
2701,Haralur Road,2017.0,3.0,105.0,3
2702,Haralur Road,1243.0,2.0,46.0,2
2703,Haralur Road,1243.0,2.0,46.0,2
2704,Haralur Road,1520.0,2.0,90.0,3
2705,Haralur Road,1300.0,2.0,60.0,2
2706,Haralur Road,1985.0,3.0,130.0,3
2707,Haralur Road,1255.0,2.0,90.0,3
2708,Haralur Road,1056.0,2.0,60.0,2
2709,Haralur Road,1140.0,2.0,42.0,2
2710,Haralur Road,1245.0,2.0,62.0,2
2711,Haralur Road,1140.0,2.0,58.0,2
2712,Haralur Road,1140.0,2.0,42.0,2
2713,Haralur Road,1027.0,2.0,43.0,2
2714,Haralur Road,1194.0,2.0,47.0,2
2715,Haralur Road,1194.0,2.0,47.0,2
2716,Haralur Road,1560.0,3.0,90.0,3
2717,Haralur Road,1520.0,2.0,85.0,3
2718,Haralur Road,1243.0,2.0,45.0,2
2719,Haralur Road,1027.0,2.0,44.0,2
2720,Haralur Road,1194.0,2.0,46.0,2
2721,Haralur Road,1650.0,3.0,100.0,3
2722,Haralur Road,1580.0,3.0,73.0,3
2723,Haralur Road,1243.0,2.0,46.0,2
2724,Haralur Road,1194.0,2.0,47.0,2
2726,Haralur Road,1520.0,2.0,96.0,3
2727,Haralur Road,1510.0,3.0,83.05,3
2728,Haralur Road,1056.0,2.0,65.0,2
2729,Haralur Road,1810.0,3.0,100.0,3
2730,Haralur Road,1243.0,2.0,46.0,2
2731,Haralur Road,575.0,1.0,38.0,1
2732,Haralur Road,1194.0,2.0,46.0,2
2733,Haralur Road,1243.0,2.0,46.0,2
2734,Haralur Road,1194.0,2.0,46.0,2
2735,Haralur Road,1140.0,2.0,43.0,2
2736,Haralur Road,1850.0,3.0,120.0,3
2737,Haralur Road,1194.0,2.0,47.0,2
2738,Haralur Road,1194.0,2.0,47.0,2
2740,Haralur Road,1243.0,2.0,46.0,2
2741,Haralur Road,1710.0,3.0,85.0,3
2742,Haralur Road,1730.0,3.0,95.0,3
2743,Haralur Road,1243.0,2.0,46.0,2
2744,Haralur Road,1243.0,2.0,46.0,2
2745,Haralur Road,1243.0,2.0,46.0,2
2746,Haralur Road,1817.0,3.0,110.0,3
2747,Haralur Road,1225.0,2.0,77.0,2
2748,Haralur Road,1285.0,2.0,78.0,2
2749,Haralur Road,1225.0,2.0,67.48,2
2750,Haralur Road,1225.0,2.0,69.84,2
2751,Haralur Road,1200.0,2.0,46.0,2
2752,Haralur Road,1315.0,2.0,85.0,2
2753,Haralur Road,1976.0,3.0,92.0,3
2754,Haralur Road,1300.0,2.0,75.0,2
2755,Haralur Road,1309.0,2.0,82.0,2
2756,Haralur Road,1027.0,1.0,44.0,2
2757,Haralur Road,1243.0,2.0,46.0,2
2758,Haralur Road,1243.0,2.0,46.0,2
2759,Haralur Road,1140.0,2.0,43.0,2
2760,Haralur Road,1300.0,2.0,75.0,2
2761,Haralur Road,1243.0,2.0,46.0,2
2762,Haralur Road,1890.0,3.0,84.0,3
2763,Haralur Road,1230.0,2.0,67.65,2
2764,Haralur Road,1194.0,2.0,46.0,2
2765,Haralur Road,1092.0,2.0,44.0,2
2767,Haralur Road,1255.0,3.0,90.0,3
2768,Haralur Road,1735.0,3.0,97.0,3
2769,Haralur Road,1810.0,3.0,97.83,3
2770,Haralur Road,1200.0,2.0,46.0,2
2771,Haralur Road,1243.0,2.0,46.0,2
2772,Haralur Road,1810.0,3.0,112.0,3
2773,Harlur,1508.0,2.0,77.0,2
2774,Harlur,1752.12,3.0,135.0,3
2777,Harlur,1709.0,3.0,150.0,3
2778,Harlur,1174.0,2.0,69.0,2
2779,Harlur,1033.0,2.0,49.0,2
2780,Harlur,1197.0,2.0,84.0,2
2781,Harlur,1757.0,3.0,132.0,3
2782,Harlur,1174.0,2.0,76.0,2
2783,Harlur,1754.0,3.0,125.0,3
2784,Harlur,1290.0,2.0,85.0,2
2785,Harlur,1752.12,3.0,116.0,3
2786,Harlur,1754.0,3.0,135.0,3
2787,Harlur,1754.0,3.0,124.0,3
2788,Harlur,1152.0,2.0,69.0,2
2789,Harlur,1290.0,2.0,87.0,2
2790,Harlur,1749.0,3.0,115.0,3
2791,Harlur,3385.0,4.0,260.0,4
2792,Harlur,2240.0,5.0,155.0,3
2793,Harlur,1758.0,3.0,133.0,3
2795,Harlur,1197.0,2.0,79.0,2
2796,Harlur,1174.0,2.0,78.0,2
2799,Harlur,1200.0,2.0,52.0,2
2800,Harlur,1197.0,2.0,79.0,2
2801,Harlur,1749.0,3.0,112.0,3
2802,Harlur,1174.0,2.0,75.0,2
2803,Harlur,1750.0,3.0,136.0,3
2804,Harlur,1620.0,3.0,110.0,3
2807,Harlur,1762.0,3.0,133.0,3
2808,Harlur,1756.0,3.0,131.0,3
2809,Harlur,1755.0,3.0,130.0,3
2810,Harlur,1864.0,3.0,140.0,3
2811,Harlur,1331.0,2.0,88.0,2
2812,Harlur,1752.12,3.0,133.0,3
2813,Harlur,1133.0,2.0,55.0,2
2814,Harlur,1756.0,3.0,128.0,3
2815,Harlur,1749.0,3.0,120.0,3
2816,Harlur,1197.0,2.0,82.0,2
2817,Harlur,1303.0,2.0,90.0,2
2818,Harlur,1754.0,3.0,132.0,3
2819,Harlur,1174.0,2.0,75.0,2
2820,Harlur,1756.0,3.0,134.0,3
2821,Harlur,1197.0,2.0,78.0,2
2822,Harlur,1290.0,2.0,89.9,2
2823,Harlur,1386.0,2.0,85.0,2
2824,Harlur,1174.0,2.0,74.0,2
2825,Harlur,1174.0,2.0,78.0,2
2827,Harlur,1755.0,3.0,115.0,3
2828,Harlur,2569.0,4.0,175.0,4
2830,Harlur,1197.0,2.0,77.0,2
2831,Harlur,1752.12,3.0,125.0,3
2832,Harlur,2569.0,5.0,180.0,4
2833,Harlur,1225.0,2.0,56.0,2
2834,Harlur,1197.0,2.0,76.0,2
2836,Harlur,1197.0,2.0,75.0,2
2837,Harlur,1755.0,3.0,117.0,3
2838,Harlur,1197.0,2.0,79.9,2
2839,Harlur,936.0,2.0,45.0,2
2840,Harlur,2990.0,4.0,225.0,4
2841,Harlur,1370.0,2.0,88.0,2
2842,Hebbal,1760.0,2.0,123.0,3
2845,Hebbal,1349.0,2.0,98.2,2
2846,Hebbal,2483.0,5.0,212.0,4
2847,Hebbal,1760.0,2.0,130.0,3
2848,Hebbal,3450.0,5.0,260.0,3
2849,Hebbal,1920.0,3.0,134.0,3
2850,Hebbal,1337.0,2.0,82.0,2
2851,Hebbal,1349.0,2.0,98.0,2
2852,Hebbal,1036.0,2.0,50.0,2
2855,Hebbal,1790.0,3.0,127.0,3
2856,Hebbal,2790.0,5.0,198.0,4
2857,Hebbal,1985.0,4.0,189.0,3
2858,Hebbal,2483.0,5.0,215.0,4
2859,Hebbal,1080.0,2.0,54.0,2
2860,Hebbal,812.0,2.0,55.0,2
2861,Hebbal,2790.0,4.0,198.0,4
2862,Hebbal,1075.0,2.0,52.0,2
2863,Hebbal,3067.0,4.0,230.0,4
2864,Hebbal,1040.0,2.0,50.0,2
2865,Hebbal,2526.0,2.0,250.0,3
2866,Hebbal,3067.0,4.0,230.0,4
2868,Hebbal,823.0,2.0,50.63,2
2869,Hebbal,1420.0,2.0,123.0,2
2871,Hebbal,1420.0,2.0,99.39,2
2872,Hebbal,4235.0,4.0,365.0,4
2873,Hebbal,1700.0,3.0,124.0,3
2874,Hebbal,3960.0,5.0,386.0,4
2876,Hebbal,1420.0,2.0,99.39,2
2878,Hebbal,1440.0,2.0,115.0,2
2879,Hebbal,1100.0,2.0,54.0,2
2881,Hebbal,2400.0,4.0,180.0,3
2883,Hebbal,1420.0,2.0,107.0,2
2884,Hebbal,1320.0,2.0,92.0,2
2885,Hebbal,919.0,2.0,49.0,2
2886,Hebbal,1645.0,3.0,135.0,3
2887,Hebbal,2080.0,3.0,175.0,3
2889,Hebbal,2483.0,5.0,230.0,4
2890,Hebbal,2600.0,3.0,195.0,3
2891,Hebbal,1645.0,3.0,117.0,3
2892,Hebbal,1251.0,2.0,88.73,2
2893,Hebbal,1645.0,3.0,121.0,3
2894,Hebbal,1760.0,3.0,123.0,3
2895,Hebbal,2790.0,4.0,198.0,4
2896,Hebbal,3960.0,5.0,386.0,4
2897,Hebbal,1645.0,3.0,120.0,3
2898,Hebbal,1255.0,2.0,90.0,3
2899,Hebbal,1645.0,3.0,117.0,3
2902,Hebbal,1636.0,3.0,119.0,3
2904,Hebbal,1255.0,2.0,95.0,3
2905,Hebbal,2790.0,4.0,198.0,4
2907,Hebbal,1255.0,2.0,95.0,3
2908,Hebbal,1088.0,2.0,61.45,2
2909,Hebbal,1349.0,2.0,97.8,2
2911,Hebbal,1344.0,2.0,108.0,2
2912,Hebbal,1255.0,2.0,90.0,3
2914,Hebbal,1138.0,2.0,110.0,2
2915,Hebbal,2790.0,5.0,204.0,4
2916,Hebbal,1088.0,2.0,62.0,2
2917,Hebbal,1987.0,4.0,165.0,3
2918,Hebbal,2790.0,5.0,198.0,4
2919,Hebbal,1299.0,2.0,100.0,2
2920,Hebbal,1200.0,2.0,60.0,2
2921,Hebbal,1645.0,3.0,117.0,3
2922,Hebbal,1390.0,2.0,95.0,2
2923,Hebbal,1333.0,2.0,100.0,2
2925,Hebbal,2650.0,4.0,199.0,3
2926,Hebbal,1800.0,3.0,140.0,3
2928,Hebbal,2470.0,4.0,203.0,4
2929,Hebbal,1255.0,2.0,95.0,3
2930,Hebbal,1333.0,2.0,104.0,2
2931,Hebbal,1645.0,3.0,117.0,3
2932,Hebbal,2600.0,3.0,199.0,3
2933,Hebbal,1345.0,2.0,97.0,2
2935,Hebbal,985.0,2.0,62.0,2
2936,Hebbal,1320.0,2.0,91.0,2
2937,Hebbal,2388.0,3.0,195.0,3
2938,Hebbal,1040.0,2.0,55.0,2
2940,Hebbal,1150.0,2.0,55.0,2
2941,Hebbal,2600.0,3.0,195.0,3
2942,Hebbal,1075.0,2.0,52.0,2
2944,Hebbal,2790.0,5.0,198.0,4
2945,Hebbal,1645.0,3.0,113.0,3
2947,Hebbal,1420.0,2.0,99.39,2
2949,Hebbal,3520.0,5.0,320.0,3
2950,Hebbal,1162.0,2.0,69.0,2
2951,Hebbal,1100.0,2.0,60.0,2
2952,Hebbal,4235.0,5.0,364.0,4
2953,Hebbal,1299.0,2.0,97.0,2
2955,Hebbal,2470.0,5.0,192.0,4
2956,Hebbal,1645.0,3.0,117.0,3
2957,Hebbal,1920.0,3.0,134.0,3
2958,Hebbal,3520.0,5.0,240.0,3
2959,Hebbal,1920.0,3.0,150.0,3
2960,Hebbal,2375.0,4.0,189.0,4
2961,Hebbal,1420.0,2.0,99.26,2
2962,Hebbal,1252.0,2.0,92.0,2
2963,Hebbal,2790.0,4.0,198.0,4
2964,Hebbal,1162.0,2.0,59.0,2
2965,Hebbal,1294.0,2.0,115.0,2
2967,Hebbal,1150.0,2.0,57.0,2
2968,Hebbal,1740.0,2.0,137.0,3
2970,Hebbal,1662.0,3.0,155.0,3
2971,Hebbal,2250.0,3.0,219.0,3
2972,Hebbal,1349.0,2.0,98.0,2
2973,Hebbal,4000.0,6.0,370.0,4
2974,Hebbal,1349.0,2.0,96.8,2
2975,Hebbal Kempapura,1700.0,3.0,155.0,3
2976,Hebbal Kempapura,1800.0,3.0,175.0,3
2977,Hebbal Kempapura,2900.0,4.0,300.0,3
2978,Hebbal Kempapura,3522.0,3.0,380.0,3
